B1,B2,B3
114,41,ramalaprazna
115,42,uraMga
116,42,mahAvAkyavicAra
117,42,kezAri
118,42,zucidat
119,43,phaNivIrudh
120,43,prAsa
121,43,kUSmANDI
122,43,lopAzaka
123,44,guJjita
124,44,naikapuTa
125,45,kRtyacintA
126,45,vijigISutA
127,45,abhiheS
128,45,hiraNyakezIyAgnyAdhAnapaddhati
129,46,gandhahastimahAtarka
130,46,saMsphal
131,47,pratyupagam
132,47,bhRNDi
133,47,saMrAga
134,47,yudhAMzrauSTi
135,48,dadru
136,48,ativRddhi
137,48,niyamana
138,48,abala
139,49,sItAstotra
140,49,prazaMsAlApa
141,49,gojIva
142,50,brahmAdhigamana
143,50,duranusamprApya
144,50,vatsAdanI
145,50,Rtvikphala
146,51,kSArapANi
147,51,vilolupa
148,52,makuTa
149,53,hastimat
150,53,bhujiGga
151,53,devagaNezvara
152,54,baphAra
153,55,SaTsahasrakara
154,56,dhanaMjayavijaya
155,57,hemasiMha
156,58,vyAkrozaka
157,59,piGgalasUtra
158,60,rathyAli
159,60,induloka
160,60,mahotsava
161,60,vaitAnya
162,61,nodhas
163,61,niyatAzin
164,61,amA
165,62,manas
166,62,priyadA
167,63,pratiyuvam
168,63,SaTkAraka
169,63,madiradRz
170,63,durgasaMcAra
171,64,IrSAlu
172,65,yugapArzvaga
173,65,zairSacchedika
174,66,devabrAhmaNasAtkR
175,66,kandu
176,66,barhiHSTha
177,66,pArvaNazrAddhaprayoga
178,67,kaNThamUla
179,67,upabhoga
180,67,pratyudAhR
181,67,prAzanIya
182,68,vidyAdharAdhIzatA
183,69,adAra
184,69,SaTcakraprabheda
185,69,avalambana
186,69,sumnin
187,70,paryAmuc
188,70,susita
189,70,hRdaMsani
190,71,saMdhartR
191,71,taurya
192,71,samarthita
193,71,baddhotsava
194,72,upAstamayam
195,72,kulAkulatithi
196,73,niHsUtra
197,74,kRSNaparNI
198,74,admani
199,75,muTTa
200,75,vyastapuccha
201,75,dRzAlu
202,75,kumudinInAyaka
203,76,abhiyAtin
204,77,RtASah
205,78,vArddha
206,78,hastyRSabha
207,79,vyomAbha
208,79,vepanakara
209,80,satyabodhatIrtha
210,80,prajJAmAtrA
211,80,kSitIndra
212,80,dveSa
213,81,dhrauva
214,81,bhagavallAJchanadhAraNapramANazatapradarzana
215,82,parabhUprakaraNa
216,82,gandhazekhara
217,82,rAmacandrAryamaGgalAzAsana
218,83,anirvRtti
219,83,samasthala
220,83,sItA
221,83,kAmAGga
222,84,karaJja
223,84,zroNiphala
224,84,arthatantra
225,84,pratIkAzva
226,85,kAraNaguNodbhavaguNa
227,86,durvRSala
228,86,rAmavinodakaraNa
229,86,strIbandha
230,86,pratApavilAsa
231,87,prAkciram
232,87,zailazibira
233,87,tuka
234,88,adhvarazrI
235,88,uccicISA
236,88,zazIbhU
237,88,dvAdazAGgulasAriNI
238,89,somabhaTTa
239,89,anuraJjaka
240,89,dharmapravaktR
241,89,hAMsakAyana
242,90,badarInArAyaNa
243,91,ruvUka
244,91,tapoyukta
245,91,vyAptivAdaprakAza
246,92,ploSTR
247,92,jItavyavahArasUtra
248,92,katipayAt
249,92,rasasaMketa
250,93,niviz
251,94,jalakuntala
252,95,asAhasika
253,95,yAminIpriyatama
254,95,sphoTaka
255,96,avikhaNDana
256,96,harSacarita
257,97,bhaJjikA
258,98,saptadazavartani
259,98,anaipuNya
260,98,udgA
261,99,dhanvarNas
262,99,naiSkika
263,99,kriyAlopa
264,100,abhisaMkruz
265,100,gopaticApa
266,100,pragRR
